word,today_count,yesterday_count ,growth_rate,trend_score,label
boğazında,1,2,-0.5,-0.5,0
misiniz,1,1,0.0,0.0,0
oynanacak,1,1,0.0,0.0,0
yatarak,1,1,0.0,0.0,0
merkez,1,1,0.0,0.0,0
yaklaştık,1,1,0.0,0.0,0
ortadoğuda,1,1,0.0,0.0,0
kadınlar,1,1,0.0,0.0,0
nedir,1,2,-0.5,-0.5,0
city,1,1,0.0,0.0,0
haritalarla,1,1,0.0,0.0,0
yaşında,2,1,1.0,2.0,0
baş,1,1,0.0,0.0,0
aileler,1,1,0.0,0.0,0
uçuşunu,1,1,0.0,0.0,0
düzenlendi,1,1,0.0,0.0,0
yorumladı,1,1,0.0,0.0,0
temaslar,1,1,0.0,0.0,0
onursal,1,1,0.0,0.0,0
sağlık,1,1,0.0,0.0,0
düşünüldüğü,1,1,0.0,0.0,0
hakkında,2,2,0.0,0.0,0
tepki,1,1,0.0,0.0,0
türkçe,1,1,0.0,0.0,0
halinize,1,1,0.0,0.0,0
yararlı,1,1,0.0,0.0,0
seçim,1,1,0.0,0.0,0
savaşı,4,3,0.3333333333333333,1.3333333333333333,0
kurgu,1,1,0.0,0.0,0
hayvan,1,1,0.0,0.0,0
edilen,1,1,0.0,0.0,0
iyileşmesi,1,1,0.0,0.0,0
uygun,1,1,0.0,0.0,0
başbakanı,1,1,0.0,0.0,0
gezegenin,1,1,0.0,0.0,0
anlaşması,2,1,1.0,2.0,0
ülkeler,1,1,0.0,0.0,0
soruşturma,1,1,0.0,0.0,0
ardından,1,1,0.0,0.0,0
yürürlükte,1,1,0.0,0.0,0
kolay,1,1,0.0,0.0,0
dokuzuncu,1,1,0.0,0.0,0
altında,1,1,0.0,0.0,0
karşı,1,2,-0.5,-0.5,0
bbc,1,1,0.0,0.0,0
arasındaki,1,1,0.0,0.0,0
yana,1,1,0.0,0.0,0
galibiyetiyle,1,1,0.0,0.0,0
ateşkesin,2,2,0.0,0.0,0
türkiyede,1,1,0.0,0.0,0
kapsamında,1,1,0.0,0.0,0
fotoğrafları,1,1,0.0,0.0,0
ankarada,1,2,-0.5,-0.5,0
başkanı,3,3,0.0,0.0,0
aldı,2,1,1.0,2.0,0
annesi,1,1,0.0,0.0,0
yaşandı,2,2,0.0,0.0,0
dünya,4,5,-0.2,-0.8,0
dijitali,1,1,0.0,0.0,0
lübnan,1,1,0.0,0.0,0
fotoğraflar,1,1,0.0,0.0,0
musk,1,1,0.0,0.0,0
ruttenin,1,1,0.0,0.0,0
okullarda,1,1,0.0,0.0,0
sıçradı,1,1,0.0,0.0,0
işleyebilir,1,1,0.0,0.0,0
mark,1,1,0.0,0.0,0
dönmedi,1,1,0.0,0.0,0
aoun,1,1,0.0,0.0,0
verdi,1,1,0.0,0.0,0
aydınlatma,1,1,0.0,0.0,0
ablukası,1,1,0.0,0.0,0
olacak,1,1,0.0,0.0,0
kağıt,1,1,0.0,0.0,0
kupası,3,3,0.0,0.0,0
konusunda,1,1,0.0,0.0,0
boğazı,1,1,0.0,0.0,0
savunma,1,1,0.0,0.0,0
şahan,1,1,0.0,0.0,0
geliyor,1,1,0.0,0.0,0
zaman,2,2,0.0,0.0,0
her,2,4,-0.5,-1.0,0
yuri,1,1,0.0,0.0,0
necati,1,1,0.0,0.0,0
değil,1,2,-0.5,-0.5,0
manchester,1,1,0.0,0.0,0
arsenal,1,1,0.0,0.0,0
ihsan,1,1,0.0,0.0,0
gizlendi,1,1,0.0,0.0,0
boğazındakine,1,1,0.0,0.0,0
sağlığa,1,1,0.0,0.0,0
etkili,1,1,0.0,0.0,0
aktaş,1,1,0.0,0.0,0
enerji,1,1,0.0,0.0,0
yayınlarla,1,1,0.0,0.0,0
devam,1,1,0.0,0.0,0
krizine,1,1,0.0,0.0,0
yarışında,1,1,0.0,0.0,0
etmenin,1,1,0.0,0.0,0
terk,1,1,0.0,0.0,0
hürmüz,3,4,-0.25,-0.75,0
fiyatlı,1,1,0.0,0.0,0
israil,2,2,0.0,0.0,0
bilgi,1,1,0.0,0.0,0
sabit,1,1,0.0,0.0,0
gezisine,1,1,0.0,0.0,0
maçları,1,1,0.0,0.0,0
yaraların,1,1,0.0,0.0,0
sistemi,2,2,0.0,0.0,0
sunan,1,1,0.0,0.0,0
hangi,2,3,-0.3333333333333333,-0.6666666666666666,0
trump,3,1,2.0,6.0,1
özel,2,1,1.0,2.0,0
teknolojiyi,1,1,0.0,0.0,0
özkan,1,1,0.0,0.0,0
kurtulmuş,1,1,0.0,0.0,0
format,1,1,0.0,0.0,0
soruşturmayı,1,1,0.0,0.0,0
ağır,1,1,0.0,0.0,0
savaşında,1,2,-0.5,-0.5,0
artık,1,1,0.0,0.0,0
zekanın,1,1,0.0,0.0,0
john,1,1,0.0,0.0,0
şey,2,3,-0.3333333333333333,-0.6666666666666666,0
nerelere,1,1,0.0,0.0,0
elon,1,1,0.0,0.0,0
yapmalı,1,1,0.0,0.0,0
şartlarda,1,1,0.0,0.0,0
savunmasına,1,1,0.0,0.0,0
türkiyenin,1,1,0.0,0.0,0
bilmeniz,1,1,0.0,0.0,0
sisiyle,1,1,0.0,0.0,0
geçmişte,1,1,0.0,0.0,0
yöntemleri,1,1,0.0,0.0,0
tuttu,1,1,0.0,0.0,0
tarihin,1,1,0.0,0.0,0
belediye,3,3,0.0,0.0,0
milyon,1,1,0.0,0.0,0
doğal,1,1,0.0,0.0,0
okul,1,2,-0.5,-0.5,0
kullanıyor,1,1,0.0,0.0,0
açılan,1,1,0.0,0.0,0
sektörünü,1,1,0.0,0.0,0
nisanda,1,1,0.0,0.0,0
uzatılması,1,1,0.0,0.0,0
bükebiliyorsunuz,1,1,0.0,0.0,0
etkiliyor,1,1,0.0,0.0,0
şişli,1,1,0.0,0.0,0
yapmaya,1,1,0.0,0.0,0
sürüyor,1,2,-0.5,-0.5,0
ara,1,2,-0.5,-0.5,0
kaleme,1,1,0.0,0.0,0
lira,2,1,1.0,2.0,0
ongun,1,1,0.0,0.0,0
tahıllar,1,1,0.0,0.0,0
